poi_id_center,center_poi,context_osm
10457,Subway,roads_oneway_yes
10457,Subway,roads_oneway_yes
10457,Subway,roads_public_transport_platform
10457,Subway,roads_railway_platform
10457,Subway,roads_railway_light_rail
10457,Subway,roads_railway_subway
10457,Subway,roads_service_crossover
10457,Subway,roads_surface_asphalt
10457,Subway,roads_surface_concrete
10457,Subway,roads_surface_concrete:plates
10457,Subway,roads_tunnel_yes
10540,Gas & Automotive,roads_foot_yes
10540,Gas & Automotive,roads_foot_yes
10540,Gas & Automotive,roads_highway_primary
10540,Gas & Automotive,roads_highway_secondary
10540,Gas & Automotive,roads_oneway_no
10540,Gas & Automotive,roads_surface_asphalt
10540,Gas & Automotive,roads_surface_asphalt
10543,South American / Latin,roads_foot_yes
10543,South American / Latin,roads_foot_yes
10543,South American / Latin,roads_highway_primary
10543,South American / Latin,roads_highway_secondary
10543,South American / Latin,roads_oneway_no
10543,South American / Latin,roads_oneway_no
10543,South American / Latin,roads_railway_subway
10543,South American / Latin,roads_surface_asphalt
10543,South American / Latin,roads_surface_asphalt
10543,South American / Latin,roads_tunnel_yes
10567,Farmers Market,roads_bicycle_no
10567,Farmers Market,roads_bridge_yes
10567,Farmers Market,roads_foot_no
10567,Farmers Market,roads_highway_motorway_link
10567,Farmers Market,roads_highway_primary
10567,Farmers Market,roads_highway_primary_link
10567,Farmers Market,roads_oneway_yes
10567,Farmers Market,roads_oneway_yes
10567,Farmers Market,roads_surface_concrete
10567,Farmers Market,roads_surface_asphalt
9074,Other - Travel & Lodging,roads_railway_subway
9074,Other - Travel & Lodging,roads_railway_tram
9074,Other - Travel & Lodging,roads_railway_tram
9074,Other - Travel & Lodging,roads_railway_tram
9074,Other - Travel & Lodging,roads_railway_light_rail
9074,Other - Travel & Lodging,roads_railway_turntable
9074,Other - Travel & Lodging,roads_tunnel_yes
9074,Other - Travel & Lodging,roads_tunnel_yes
10391,Apparel,roads_highway_secondary
10391,Apparel,roads_oneway_yes
10391,Apparel,roads_railway_subway
10391,Apparel,roads_railway_tram
10391,Apparel,roads_railway_tram
10391,Apparel,roads_railway_light_rail
10391,Apparel,roads_railway_light_rail
10391,Apparel,roads_railway_turntable
10391,Apparel,roads_surface_asphalt
10391,Apparel,roads_tunnel_yes
10391,Apparel,roads_tunnel_yes
9114,City Park,roads_highway_secondary_link
9114,City Park,roads_highway_secondary
9114,City Park,roads_highway_secondary
9114,City Park,roads_oneway_yes
9114,City Park,roads_oneway_yes
9114,City Park,roads_railway_tram
9114,City Park,roads_railway_tram
9114,City Park,roads_railway_light_rail
9114,City Park,roads_railway_light_rail
9114,City Park,roads_surface_asphalt
9114,City Park,roads_surface_asphalt
9114,City Park,roads_surface_concrete
9114,City Park,roads_tunnel_yes
9114,City Park,roads_tunnel_yes
10677,Stadium,roads_highway_primary
10677,Stadium,roads_highway_primary
10677,Stadium,roads_oneway_yes
10677,Stadium,roads_oneway_yes
10677,Stadium,roads_railway_light_rail
10677,Stadium,roads_railway_light_rail
10677,Stadium,roads_surface_asphalt
10677,Stadium,roads_surface_paved
10330,AMC Theatre,roads_bicycle_no
10330,AMC Theatre,roads_bicycle_no
10330,AMC Theatre,roads_highway_motorway_link
10330,AMC Theatre,roads_highway_motorway
10330,AMC Theatre,roads_highway_motorway
10330,AMC Theatre,roads_oneway_yes
10330,AMC Theatre,roads_oneway_yes
9128,Corporate Office,roads_highway_secondary_link
9128,Corporate Office,roads_highway_secondary
9128,Corporate Office,roads_highway_secondary
9128,Corporate Office,roads_oneway_yes
9128,Corporate Office,roads_oneway_yes
9128,Corporate Office,roads_surface_asphalt
9128,Corporate Office,roads_surface_asphalt
9176,Other - Shopping,roads_highway_primary
9176,Other - Shopping,roads_highway_primary
9176,Other - Shopping,roads_oneway_yes
9176,Other - Shopping,roads_oneway_yes
9176,Other - Shopping,roads_railway_rail
9176,Other - Shopping,roads_railway_rail
9176,Other - Shopping,roads_surface_asphalt
9176,Other - Shopping,roads_surface_asphalt
9152,City Hall,roads_bicycle_yes
9152,City Hall,roads_highway_trunk
9152,City Hall,roads_highway_secondary
9152,City Hall,roads_oneway_yes
9152,City Hall,roads_oneway_yes
9152,City Hall,roads_surface_asphalt
9152,City Hall,roads_surface_asphalt
11062,Coffee Shop,roads_bicycle_designated
11062,Coffee Shop,roads_highway_secondary
11062,Coffee Shop,roads_highway_secondary
11062,Coffee Shop,roads_highway_secondary
11062,Coffee Shop,roads_oneway_yes
11062,Coffee Shop,roads_oneway_yes
11062,Coffee Shop,roads_railway_light_rail
11062,Coffee Shop,roads_railway_light_rail
11017,Subway,roads_foot_yes
11017,Subway,roads_highway_secondary
11017,Subway,roads_oneway_no
11017,Subway,roads_public_transport_platform
11017,Subway,roads_railway_subway
11017,Subway,roads_railway_platform
11017,Subway,roads_surface_asphalt
11017,Subway,roads_tunnel_yes
11017,Subway,roads_tunnel_yes
11119,Subway,roads_foot_yes
11119,Subway,roads_highway_secondary
11119,Subway,roads_highway_secondary
11119,Subway,roads_oneway_no
11119,Subway,roads_public_transport_platform
11119,Subway,roads_railway_subway
11119,Subway,roads_railway_platform
11119,Subway,roads_surface_asphalt
11119,Subway,roads_surface_asphalt
11119,Subway,roads_tunnel_yes
11119,Subway,roads_tunnel_yes
11121,Live Music,roads_highway_secondary
11121,Live Music,roads_highway_secondary
11121,Live Music,roads_highway_secondary
11121,Live Music,roads_highway_secondary
11121,Live Music,roads_highway_secondary
11128,Sculpture,roads_bridge_movable
11128,Sculpture,roads_foot_no
11128,Sculpture,roads_highway_primary
11128,Sculpture,roads_highway_primary
11128,Sculpture,roads_oneway_yes
11128,Sculpture,roads_railway_light_rail
11128,Sculpture,roads_surface_asphalt
11128,Sculpture,roads_surface_asphalt
11128,Sculpture,roads_surface_metal
11112,Sculpture,roads_access_yes
11112,Sculpture,roads_bridge_movable
11112,Sculpture,roads_foot_no
11112,Sculpture,roads_highway_primary
11112,Sculpture,roads_highway_primary
11112,Sculpture,roads_highway_secondary
11112,Sculpture,roads_oneway_yes
11112,Sculpture,roads_oneway_yes
11112,Sculpture,roads_railway_proposed
11112,Sculpture,roads_railway_light_rail
11112,Sculpture,roads_surface_asphalt
11112,Sculpture,roads_surface_asphalt
11112,Sculpture,roads_surface_metal
11112,Sculpture,roads_tunnel_proposed
10382,Sculpture,roads_bicycle_yes
10382,Sculpture,roads_cutting_yes
10382,Sculpture,roads_highway_primary
10382,Sculpture,roads_highway_secondary
10382,Sculpture,roads_oneway_no
10382,Sculpture,roads_oneway_yes
10382,Sculpture,roads_railway_tram
10382,Sculpture,roads_railway_light_rail
10382,Sculpture,roads_surface_asphalt
10382,Sculpture,roads_surface_asphalt
10382,Sculpture,roads_tunnel_yes
9073,Other - Architecture,roads_foot_no
9073,Other - Architecture,roads_highway_primary
9073,Other - Architecture,roads_highway_primary_link
9073,Other - Architecture,roads_oneway_yes
9073,Other - Architecture,roads_railway_subway
9073,Other - Architecture,roads_railway_tram
9073,Other - Architecture,roads_railway_light_rail
9073,Other - Architecture,roads_service_spur
9073,Other - Architecture,roads_service_siding
9073,Other - Architecture,roads_surface_asphalt
9073,Other - Architecture,roads_tunnel_yes
9073,Other - Architecture,roads_tunnel_yes
9169,Mission,roads_highway_secondary_link
9169,Mission,roads_highway_secondary
9169,Mission,roads_highway_secondary
9169,Mission,roads_oneway_yes
9169,Mission,roads_oneway_yes
9169,Mission,roads_surface_asphalt
9169,Mission,roads_surface_asphalt
11374,Coffee Shop,roads_bicycle_designated
11374,Coffee Shop,roads_bridge_yes
11374,Coffee Shop,roads_highway_primary
11374,Coffee Shop,roads_highway_primary_link
11374,Coffee Shop,roads_highway_trunk
11374,Coffee Shop,roads_highway_trunk_link
11374,Coffee Shop,roads_oneway_yes
11374,Coffee Shop,roads_oneway_yes
11374,Coffee Shop,roads_surface_asphalt
9822,Sculpture,roads_bicycle_no
9822,Sculpture,roads_foot_no
9822,Sculpture,roads_highway_motorway_link
9822,Sculpture,roads_highway_motorway
9822,Sculpture,roads_horse_no
9822,Sculpture,roads_oneway_yes
9822,Sculpture,roads_oneway_yes
10186,Historic Church,roads_foot_yes
10186,Historic Church,roads_highway_primary
10186,Historic Church,roads_highway_secondary
10186,Historic Church,roads_highway_secondary
10186,Historic Church,roads_oneway_yes
10186,Historic Church,roads_railway_light_rail
10186,Historic Church,roads_railway_light_rail
10186,Historic Church,roads_surface_asphalt
10186,Historic Church,roads_surface_asphalt
10186,Historic Church,roads_tunnel_yes
10186,Historic Church,roads_tunnel_yes
10194,American,roads_foot_yes
10194,American,roads_highway_primary
10194,American,roads_highway_secondary
10194,American,roads_highway_secondary
10194,American,roads_oneway_yes
10194,American,roads_railway_light_rail
10194,American,roads_railway_light_rail
10194,American,roads_surface_asphalt
10194,American,roads_surface_asphalt
10194,American,roads_tunnel_yes
10194,American,roads_tunnel_yes
11096,Italian,roads_highway_primary
11096,Italian,roads_highway_secondary
11096,Italian,roads_highway_secondary
11096,Italian,roads_oneway_yes
11096,Italian,roads_railway_light_rail
11096,Italian,roads_surface_asphalt
11096,Italian,roads_surface_asphalt
11096,Italian,roads_tunnel_yes
11097,Other - Nightlife ,roads_highway_primary
11097,Other - Nightlife ,roads_highway_primary
11097,Other - Nightlife ,roads_highway_secondary
11097,Other - Nightlife ,roads_highway_secondary
11097,Other - Nightlife ,roads_oneway_yes
11097,Other - Nightlife ,roads_surface_asphalt
11097,Other - Nightlife ,roads_surface_asphalt
11097,Other - Nightlife ,roads_surface_asphalt
10195,Bookstore,roads_highway_primary
10195,Bookstore,roads_highway_primary
10195,Bookstore,roads_highway_secondary
10195,Bookstore,roads_highway_secondary
10195,Bookstore,roads_oneway_yes
10195,Bookstore,roads_surface_asphalt
10195,Bookstore,roads_surface_asphalt
10195,Bookstore,roads_surface_asphalt
10185,Coffee Shop,roads_highway_primary
10185,Coffee Shop,roads_highway_secondary
10185,Coffee Shop,roads_highway_secondary
10185,Coffee Shop,roads_oneway_yes
10185,Coffee Shop,roads_railway_light_rail
10185,Coffee Shop,roads_surface_asphalt
10185,Coffee Shop,roads_surface_asphalt
10185,Coffee Shop,roads_tunnel_yes
10187,Paper Goods,roads_foot_yes
10187,Paper Goods,roads_highway_secondary
10187,Paper Goods,roads_highway_secondary
10187,Paper Goods,roads_oneway_yes
10187,Paper Goods,roads_railway_light_rail
10187,Paper Goods,roads_surface_asphalt
10187,Paper Goods,roads_surface_asphalt
10187,Paper Goods,roads_tunnel_yes
10192,Historic Church,roads_foot_yes
10192,Historic Church,roads_foot_yes
10192,Historic Church,roads_highway_secondary
10192,Historic Church,roads_highway_secondary
10192,Historic Church,roads_oneway_yes
10192,Historic Church,roads_oneway_yes
10192,Historic Church,roads_railway_light_rail
10192,Historic Church,roads_surface_asphalt
10192,Historic Church,roads_surface_asphalt
10192,Historic Church,roads_tunnel_yes
10193,Fire Station,roads_foot_yes
10193,Fire Station,roads_foot_yes
10193,Fire Station,roads_highway_secondary
10193,Fire Station,roads_highway_secondary
10193,Fire Station,roads_oneway_yes
10193,Fire Station,roads_oneway_yes
10193,Fire Station,roads_railway_tram
10193,Fire Station,roads_railway_light_rail
10193,Fire Station,roads_surface_asphalt
10193,Fire Station,roads_surface_asphalt
10193,Fire Station,roads_tunnel_yes
10191,City Park,roads_foot_yes
10191,City Park,roads_foot_yes
10191,City Park,roads_highway_secondary
10191,City Park,roads_highway_secondary
10191,City Park,roads_oneway_yes
10191,City Park,roads_oneway_yes
10191,City Park,roads_railway_light_rail
10191,City Park,roads_surface_asphalt
10191,City Park,roads_surface_asphalt
10191,City Park,roads_tunnel_yes
9116,Other - Architecture,roads_highway_secondary
9116,Other - Architecture,roads_highway_secondary
9116,Other - Architecture,roads_oneway_yes
9116,Other - Architecture,roads_oneway_yes
9116,Other - Architecture,roads_railway_light_rail
9116,Other - Architecture,roads_surface_asphalt
9116,Other - Architecture,roads_surface_asphalt
9116,Other - Architecture,roads_tunnel_yes
9162,Other Sports,roads_highway_secondary
9162,Other Sports,roads_oneway_yes
9162,Other Sports,roads_railway_tram
9162,Other Sports,roads_railway_tram
9162,Other Sports,roads_railway_light_rail
9162,Other Sports,roads_railway_light_rail
9162,Other Sports,roads_service_crossover
9162,Other Sports,roads_surface_asphalt
9162,Other Sports,roads_surface_concrete
9162,Other Sports,roads_tunnel_yes
9162,Other Sports,roads_tunnel_yes
9113,City Park,roads_highway_secondary
9113,City Park,roads_highway_secondary
9113,City Park,roads_oneway_yes
9113,City Park,roads_oneway_yes
9113,City Park,roads_surface_asphalt
9113,City Park,roads_surface_asphalt
9113,City Park,roads_surface_concrete
12383,Other - Architecture,roads_highway_secondary_link
12383,Other - Architecture,roads_highway_secondary
12383,Other - Architecture,roads_highway_secondary
12383,Other - Architecture,roads_oneway_yes
12383,Other - Architecture,roads_railway_subway
12383,Other - Architecture,roads_railway_tram
12383,Other - Architecture,roads_railway_light_rail
12383,Other - Architecture,roads_surface_asphalt
12383,Other - Architecture,roads_surface_asphalt
12383,Other - Architecture,roads_tunnel_yes
12386,History Museum,roads_highway_secondary_link
12386,History Museum,roads_highway_secondary
12386,History Museum,roads_highway_secondary
12386,History Museum,roads_highway_secondary
12386,History Museum,roads_oneway_yes
12386,History Museum,roads_surface_asphalt
12386,History Museum,roads_surface_asphalt
12386,History Museum,roads_surface_asphalt
10377,Bridge,roads_bicycle_no
10377,Bridge,roads_bridge_yes
10377,Bridge,roads_foot_no
10377,Bridge,roads_highway_motorway
10377,Bridge,roads_historic_yes
10377,Bridge,roads_oneway_yes
10377,Bridge,roads_surface_asphalt
10377,Bridge,roads_toll_no
10377,Bridge,roads_toll_yes
9901,Sculpture,roads_bicycle_no
9901,Sculpture,roads_bicycle_yes
9901,Sculpture,roads_bridge_yes
9901,Sculpture,roads_highway_motorway_link
9901,Sculpture,roads_highway_secondary_link
9901,Sculpture,roads_highway_motorway
9901,Sculpture,roads_highway_motorway
9901,Sculpture,roads_highway_secondary
9901,Sculpture,roads_oneway_no
9901,Sculpture,roads_oneway_yes
9901,Sculpture,roads_oneway_yes
9901,Sculpture,roads_surface_asphalt
9901,Sculpture,roads_surface_concrete
9901,Sculpture,roads_toll_no
9901,Sculpture,roads_toll_yes
9416,Other - Shopping,roads_railway_abandoned
9416,Other - Shopping,roads_railway_abandoned
9416,Other - Shopping,roads_railway_proposed
9416,Other - Shopping,roads_railway_proposed
9416,Other - Shopping,roads_railway_proposed
9416,Other - Shopping,roads_railway_proposed
9416,Other - Shopping,roads_railway_proposed
12424,Coffee Shop,roads_railway_proposed
12424,Coffee Shop,roads_railway_proposed
12424,Coffee Shop,roads_railway_tram
12424,Coffee Shop,roads_railway_tram
12424,Coffee Shop,roads_railway_tram
12424,Coffee Shop,roads_railway_tram
12424,Coffee Shop,roads_railway_turntable
12424,Coffee Shop,roads_service_spur
12424,Coffee Shop,roads_service_crossover
9127,Other - Entertainment,roads_railway_abandoned
9127,Other - Entertainment,roads_railway_abandoned
9127,Other - Entertainment,roads_railway_abandoned
9127,Other - Entertainment,roads_railway_abandoned
9127,Other - Entertainment,roads_railway_tram
9127,Other - Entertainment,roads_railway_tram
9127,Other - Entertainment,roads_railway_tram
10353,Other - Entertainment,roads_railway_tram
10353,Other - Entertainment,roads_railway_tram
10353,Other - Entertainment,roads_railway_tram
10353,Other - Entertainment,roads_railway_tram
10353,Other - Entertainment,roads_railway_tram
9064,Other - Architecture,roads_highway_secondary_link
9064,Other - Architecture,roads_highway_secondary
9064,Other - Architecture,roads_highway_secondary
9064,Other - Architecture,roads_oneway_yes
9064,Other - Architecture,roads_oneway_yes
9064,Other - Architecture,roads_surface_asphalt
9064,Other - Architecture,roads_surface_asphalt
10171,Other - Architecture,roads_highway_secondary_link
10171,Other - Architecture,roads_highway_secondary
10171,Other - Architecture,roads_highway_secondary
10171,Other - Architecture,roads_oneway_yes
10171,Other - Architecture,roads_oneway_yes
10171,Other - Architecture,roads_surface_asphalt
10171,Other - Architecture,roads_surface_asphalt
11100,Luxury Hotel,roads_highway_primary
11100,Luxury Hotel,roads_highway_primary
11100,Luxury Hotel,roads_oneway_yes
11100,Luxury Hotel,roads_oneway_yes
11100,Luxury Hotel,roads_surface_asphalt
11100,Luxury Hotel,roads_surface_asphalt
9670,Casino,roads_foot_no
9670,Casino,roads_highway_primary
9670,Casino,roads_highway_secondary
9670,Casino,roads_highway_secondary
9670,Casino,roads_oneway_yes
9670,Casino,roads_oneway_yes
9670,Casino,roads_surface_asphalt
9670,Casino,roads_surface_asphalt
12551,Casino,roads_highway_primary
12551,Casino,roads_highway_primary
12551,Casino,roads_highway_primary_link
12551,Casino,roads_oneway_yes
12551,Casino,roads_oneway_yes
12551,Casino,roads_surface_asphalt
12551,Casino,roads_surface_asphalt
12551,Casino,roads_tunnel_yes
10058,Breakfast,roads_highway_primary
10058,Breakfast,roads_highway_primary
10058,Breakfast,roads_highway_secondary
10058,Breakfast,roads_oneway_yes
10058,Breakfast,roads_oneway_yes
10058,Breakfast,roads_railway_rail
10058,Breakfast,roads_surface_asphalt
10058,Breakfast,roads_surface_asphalt
12938,Theatre,roads_highway_secondary
12938,Theatre,roads_highway_secondary
12938,Theatre,roads_oneway_yes
12938,Theatre,roads_oneway_yes
12938,Theatre,roads_surface_asphalt
12938,Theatre,roads_surface_asphalt
14858,Convention Center,roads_highway_secondary_link
14858,Convention Center,roads_highway_secondary
14858,Convention Center,roads_highway_secondary
14858,Convention Center,roads_oneway_yes
14858,Convention Center,roads_oneway_yes
14858,Convention Center,roads_railway_light_rail
14858,Convention Center,roads_surface_asphalt
14858,Convention Center,roads_surface_asphalt
14858,Convention Center,roads_tunnel_yes
12808,Tea Room,roads_highway_secondary
12808,Tea Room,roads_highway_secondary
12808,Tea Room,roads_oneway_yes
12808,Tea Room,roads_oneway_yes
12808,Tea Room,roads_railway_light_rail
12808,Tea Room,roads_surface_asphalt
12808,Tea Room,roads_surface_asphalt
12808,Tea Room,roads_tunnel_yes
11376,Other - Food ,roads_highway_secondary_link
11376,Other - Food ,roads_highway_secondary
11376,Other - Food ,roads_oneway_yes
11376,Other - Food ,roads_railway_subway
11376,Other - Food ,roads_railway_tram
11376,Other - Food ,roads_railway_tram
11376,Other - Food ,roads_railway_light_rail
11376,Other - Food ,roads_railway_turntable
11376,Other - Food ,roads_surface_asphalt
11376,Other - Food ,roads_tunnel_yes
11376,Other - Food ,roads_tunnel_yes
14608,Coffee Shop,roads_highway_secondary_link
14608,Coffee Shop,roads_highway_secondary
14608,Coffee Shop,roads_oneway_yes
14608,Coffee Shop,roads_railway_subway
14608,Coffee Shop,roads_railway_tram
14608,Coffee Shop,roads_railway_light_rail
14608,Coffee Shop,roads_surface_asphalt
14608,Coffee Shop,roads_tunnel_yes
14608,Coffee Shop,roads_tunnel_yes
14710,Apple Store,roads_highway_secondary
14710,Apple Store,roads_oneway_yes
14710,Apple Store,roads_railway_subway
14710,Apple Store,roads_railway_tram
14710,Apple Store,roads_railway_light_rail
14710,Apple Store,roads_railway_light_rail
14710,Apple Store,roads_surface_asphalt
14710,Apple Store,roads_tunnel_yes
14710,Apple Store,roads_tunnel_yes
14998,Italian,roads_bicycle_no
14998,Italian,roads_bridge_yes
14998,Italian,roads_highway_motorway
14998,Italian,roads_highway_secondary
14998,Italian,roads_highway_secondary
14998,Italian,roads_oneway_yes
14998,Italian,roads_surface_asphalt
14998,Italian,roads_surface_concrete
14517,Fountain,roads_foot_no
14517,Fountain,roads_highway_primary
14517,Fountain,roads_highway_primary
14517,Fountain,roads_oneway_yes
14517,Fountain,roads_oneway_yes
14517,Fountain,roads_railway_tram
14517,Fountain,roads_railway_tram
14517,Fountain,roads_surface_asphalt
14517,Fountain,roads_surface_asphalt
9063,Corporate Office,roads_foot_no
9063,Corporate Office,roads_highway_primary
9063,Corporate Office,roads_highway_primary
9063,Corporate Office,roads_highway_primary_link
9063,Corporate Office,roads_oneway_yes
9063,Corporate Office,roads_oneway_yes
9063,Corporate Office,roads_railway_tram
9063,Corporate Office,roads_railway_tram
9063,Corporate Office,roads_surface_asphalt
9063,Corporate Office,roads_surface_asphalt
10570,Fine Dining,roads_highway_primary
10570,Fine Dining,roads_railway_proposed
10570,Fine Dining,roads_railway_tram
10570,Fine Dining,roads_railway_tram
10570,Fine Dining,roads_railway_tram
10570,Fine Dining,roads_railway_turntable
10570,Fine Dining,roads_service_spur
10570,Fine Dining,roads_service_crossover
10570,Fine Dining,roads_surface_asphalt
15025,Live Music,roads_highway_secondary
15025,Live Music,roads_highway_secondary
15025,Live Music,roads_highway_secondary
15025,Live Music,roads_oneway_yes
15025,Live Music,roads_surface_asphalt
15025,Live Music,roads_surface_asphalt
15025,Live Music,roads_surface_asphalt
15034,City Park,roads_bicycle_no
15034,City Park,roads_foot_no
15034,City Park,roads_highway_motorway_link
15034,City Park,roads_highway_motorway
15034,City Park,roads_horse_no
15034,City Park,roads_oneway_yes
15034,City Park,roads_oneway_yes
15034,City Park,roads_railway_rail
15034,City Park,roads_tunnel_yes
10350,American,roads_highway_primary
10350,American,roads_highway_primary
10350,American,roads_oneway_yes
10350,American,roads_oneway_yes
10350,American,roads_railway_abandoned
10350,American,roads_railway_disused
10350,American,roads_railway_light_rail
10350,American,roads_railway_light_rail
10350,American,roads_surface_asphalt
10350,American,roads_surface_asphalt
10166,Sculpture,roads_foot_no
10166,Sculpture,roads_highway_primary
10166,Sculpture,roads_highway_primary_link
10166,Sculpture,roads_oneway_yes
10166,Sculpture,roads_railway_subway
10166,Sculpture,roads_railway_tram
10166,Sculpture,roads_railway_light_rail
10166,Sculpture,roads_service_spur
10166,Sculpture,roads_service_siding
10166,Sculpture,roads_surface_asphalt
10166,Sculpture,roads_tunnel_yes
10166,Sculpture,roads_tunnel_yes
9094,Fountain,roads_foot_no
9094,Fountain,roads_highway_primary
9094,Fountain,roads_highway_primary_link
9094,Fountain,roads_oneway_yes
9094,Fountain,roads_railway_subway
9094,Fountain,roads_railway_tram
9094,Fountain,roads_railway_light_rail
9094,Fountain,roads_service_siding
9094,Fountain,roads_surface_asphalt
9094,Fountain,roads_tunnel_yes
15040,Dive Bar,roads_highway_secondary
15040,Dive Bar,roads_highway_secondary
15040,Dive Bar,roads_oneway_yes
15040,Dive Bar,roads_oneway_yes
15040,Dive Bar,roads_railway_light_rail
15040,Dive Bar,roads_railway_light_rail
15040,Dive Bar,roads_surface_asphalt
15040,Dive Bar,roads_tunnel_yes
15040,Dive Bar,roads_tunnel_yes
10349,Saloon,roads_bicycle_no
10349,Saloon,roads_bridge_yes
10349,Saloon,roads_cutting_yes
10349,Saloon,roads_foot_yes
10349,Saloon,roads_highway_motorway_link
10349,Saloon,roads_highway_motorway
10349,Saloon,roads_highway_secondary
10349,Saloon,roads_oneway_yes
10349,Saloon,roads_oneway_yes
10349,Saloon,roads_railway_light_rail
10349,Saloon,roads_surface_asphalt
10349,Saloon,roads_surface_concrete
10349,Saloon,roads_tunnel_yes
15113,Corporate Office,roads_bicycle_no
15113,Corporate Office,roads_bridge_yes
15113,Corporate Office,roads_highway_motorway
15113,Corporate Office,roads_highway_secondary
15113,Corporate Office,roads_highway_secondary
15113,Corporate Office,roads_oneway_yes
15113,Corporate Office,roads_oneway_yes
15113,Corporate Office,roads_surface_concrete
15113,Corporate Office,roads_surface_asphalt
15126,Coffee Shop,roads_highway_primary
15126,Coffee Shop,roads_highway_primary
15126,Coffee Shop,roads_oneway_yes
15126,Coffee Shop,roads_oneway_yes
15126,Coffee Shop,roads_railway_light_rail
15126,Coffee Shop,roads_railway_light_rail
15126,Coffee Shop,roads_service_spur
15126,Coffee Shop,roads_surface_asphalt
15197,Furniture,roads_access_yes
15197,Furniture,roads_highway_primary
15197,Furniture,roads_highway_secondary
15197,Furniture,roads_oneway_yes
15197,Furniture,roads_oneway_yes
15197,Furniture,roads_railway_proposed
15197,Furniture,roads_railway_rail
15197,Furniture,roads_railway_light_rail
15197,Furniture,roads_railway_light_rail
15197,Furniture,roads_service_crossover
15197,Furniture,roads_surface_asphalt
15197,Furniture,roads_surface_asphalt
15197,Furniture,roads_tunnel_proposed
15198,City Park,roads_access_yes
15198,City Park,roads_highway_secondary
15198,City Park,roads_highway_secondary
15198,City Park,roads_oneway_yes
15198,City Park,roads_oneway_yes
15198,City Park,roads_railway_proposed
15198,City Park,roads_surface_asphalt
15198,City Park,roads_surface_asphalt
15198,City Park,roads_tunnel_proposed
